SUMMARY
Total Turnover:,65332
Total Balance:,+1586
Total Profit/Loss:,+330

Batch ID,Test #,File,Seq Codes,Divisor,Bypass,c>7,A1 Wait,Always Bet,Div<1,Loss Limit,Sequences,Turnover,Final Balance,Final Bank,Profit/Loss,Status,Success
20251118_055559,23,2011-09-27_72.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,114,9,252,2,ACTIVE,Yes
20251118_055559,24,2011-09-28_142.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,301,-37,240,-10,ACTIVE,No
20251118_055559,25,2011-09-29_87.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,107,16,254,4,ACTIVE,Yes
20251118_055559,26,2011-09-30_200.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,107,16,254,4,ACTIVE,Yes
20251118_055559,27,2011-10-01_203.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,404,-29,242,-8,ACTIVE,No
20251118_055559,28,2011-10-02_263.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,15,1121,40,260,10,ACTIVE,Yes
20251118_055559,29,2011-10-03_246.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,14,1001,46,261,11,ACTIVE,Yes
20251118_055559,30,2011-10-05_100.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,164,15,253,3,ACTIVE,Yes
20251118_055559,31,2011-10-06_117.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,201,15,253,3,ACTIVE,Yes
20251118_055559,32,2011-10-07_115.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,136,5,251,1,ACTIVE,No
20251118_055559,33,2011-10-10_169.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,218,37,259,9,ACTIVE,Yes
20251118_055559,34,2011-10-11_69.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,92,13,253,3,ACTIVE,Yes
20251118_055559,35,2011-10-12_121.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,203,25,256,6,ACTIVE,Yes
20251118_055559,36,2011-10-13_206.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,13,387,30,257,7,ACTIVE,Yes
20251118_055559,37,2011-10-14_216.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,14,204,33,258,8,ACTIVE,Yes
20251118_055559,38,2011-10-15_283.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,22,432,45,261,11,ACTIVE,Yes
20251118_055559,39,2011-10-16_268.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,12,511,35,258,8,ACTIVE,No
20251118_055559,40,2011-10-17_184.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,422,31,257,7,ACTIVE,Yes
20251118_055559,41,2011-10-18_81.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,191,22,255,5,ACTIVE,Yes
20251118_055559,42,2011-10-19_95.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,248,13,253,3,ACTIVE,Yes
20251118_055559,43,2011-10-20_108.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,193,-28,243,-7,ACTIVE,No
20251118_055559,44,2011-10-21_188.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,274,14,253,3,ACTIVE,No
20251118_055559,45,2011-10-22a_167.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,520,26,256,6,ACTIVE,Yes
20251118_055559,46,2011-10-22b_207.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,275,43,260,10,ACTIVE,Yes
20251118_055559,47,2011-10-22c_48.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,282,6,251,1,ACTIVE,Yes
20251118_055559,48,2011-10-22d_65.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,107,4,251,1,ACTIVE,Yes
20251118_055559,49,2011-10-23_127.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,235,23,255,5,ACTIVE,Yes
20251118_055559,50,2011-10-24_559.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,34,1713,84,271,21,ACTIVE,Yes
20251118_055559,51,2011-11-01_282.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,17,826,53,263,13,ACTIVE,Yes
20251118_055559,52,2011-11-02_206.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,12,242,22,255,5,ACTIVE,No
20251118_055559,53,2011-11-04_205.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,314,25,256,6,ACTIVE,Yes
20251118_055559,54,2011-11-05_230.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,15,426,39,259,9,ACTIVE,Yes
20251118_055559,55,2011-11-06_192.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,15,248,37,259,9,ACTIVE,Yes
20251118_055559,56,2011-11-08_130.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,188,28,257,7,ACTIVE,Yes
20251118_055559,57,2011-11-09_310.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,504,45,261,11,ACTIVE,Yes
20251118_055559,58,2011-11-10_253.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,519,48,262,12,ACTIVE,Yes
20251118_055559,59,2011-11-11a_90.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,130,17,254,4,ACTIVE,Yes
20251118_055559,60,2011-11-11b_91.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,103,14,253,3,ACTIVE,Yes
20251118_055559,61,2011-11-11c_51.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,76,11,252,2,ACTIVE,Yes
20251118_055559,62,2011-11-12_303.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,394,53,263,13,ACTIVE,Yes
20251118_055559,63,2011-11-13_181.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,275,31,257,7,ACTIVE,Yes
20251118_055559,64,2011-11-14_109.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,229,17,254,4,ACTIVE,No
20251118_055559,65,2011-11-15_260.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,537,30,257,7,ACTIVE,No
20251118_055559,66,2011-11-16_255.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,620,46,261,11,ACTIVE,Yes
20251118_055559,67,2011-11-17_155.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,256,26,256,6,ACTIVE,Yes
20251118_055559,68,2011-11-18_299.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,22,574,20,255,5,ACTIVE,No
20251118_055559,69,2011-11-19_262.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,869,31,257,7,ACTIVE,Yes
20251118_055559,70,2011-11-20_299.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,14,1311,51,262,12,ACTIVE,Yes
20251118_055559,71,2011-11-21_142.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,12,254,13,253,3,ACTIVE,No
20251118_055559,72,2011-11-22_215.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,15,419,10,252,2,ACTIVE,No
20251118_055559,73,2011-11-23_197.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,13,466,29,257,7,ACTIVE,Yes
20251118_055559,74,2011-11-24_271.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,547,41,260,10,ACTIVE,Yes
20251118_055559,75,2011-11-25_294.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,25,346,50,262,12,ACTIVE,Yes
20251118_055559,76,2011-11-26_237.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,15,453,48,262,12,ACTIVE,Yes
20251118_055559,77,2011-11-27_166.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,14,200,31,257,7,ACTIVE,Yes
20251118_055559,78,2011-11-28_156.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,256,32,258,8,ACTIVE,Yes
20251118_055559,79,2011-11-30_158.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,149,22,255,5,ACTIVE,Yes
20251118_055559,80,2011-12-01_171.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,223,-1,249,-1,ACTIVE,No
20251118_055559,81,2011-12-02_348.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,897,54,263,13,ACTIVE,Yes
20251118_055559,82,2011-12-03_361.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,20,736,56,264,14,ACTIVE,Yes
20251118_055559,83,2011-12-04_160.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,18,249,30,257,7,ACTIVE,Yes
20251118_055559,84,2011-12-05_120.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,280,26,256,6,ACTIVE,Yes
20251118_055559,85,2011-12-06_134.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,276,27,256,6,ACTIVE,Yes
20251118_055559,86,2011-12-07_92.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,167,-17,245,-5,ACTIVE,No
20251118_055559,87,2011-12-08_199.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,13,382,38,259,9,ACTIVE,Yes
20251118_055559,88,2011-12-09_253.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,594,-6,248,-2,ACTIVE,No
20251118_055559,89,2011-12-11_227.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,512,7,251,1,ACTIVE,No
20251118_055559,90,2011-12-13_113.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,231,21,255,5,ACTIVE,Yes
20251118_055559,91,2011-12-14_153.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,468,-12,247,-3,ACTIVE,No
20251118_055559,92,2011-12-15_133.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,170,28,257,7,ACTIVE,Yes
20251118_055559,93,2011-12-16_132.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,217,26,256,6,ACTIVE,Yes
20251118_055559,94,2011-12-17_127.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,174,24,256,6,ACTIVE,Yes
20251118_055559,95,2011-12-18_190.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,13,485,31,257,7,ACTIVE,Yes
20251118_055559,96,2011-12-19_95.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,89,10,252,2,ACTIVE,Yes
20251118_055559,97,2011-12-23_185b.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,12,366,18,254,4,ACTIVE,Yes
20251118_055559,98,2011-12-23_281.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,16,839,34,258,8,ACTIVE,Yes
20251118_055559,99,2011-12-23_96a.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,473,16,254,4,ACTIVE,Yes
20251118_055559,100,2011-12-24_162.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,1023,15,253,3,ACTIVE,Yes
20251118_055559,101,2011-12-25_171a.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,1748,4,251,1,ACTIVE,No
20251118_055559,102,2011-12-25_45c.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,35,7,251,1,ACTIVE,Yes
20251118_055559,103,2011-12-25_95b.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,117,15,253,3,ACTIVE,Yes
20251118_055559,104,2011-12-30_116.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,415,23,255,5,ACTIVE,Yes
20251118_055559,105,2012-01-01_133.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,2537,16,254,4,ACTIVE,Yes
20251118_055559,106,2012-01-02_102.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,1614,9,252,2,ACTIVE,Yes
20251118_055559,107,2012-01-03_127.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,223,29,257,7,ACTIVE,Yes
20251118_055559,108,2012-01-08_90.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,133,17,254,4,ACTIVE,Yes
20251118_055559,109,2012-01-09_90.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,156,18,254,4,ACTIVE,Yes
20251118_055559,110,2012-01-10_106.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,143,19,254,4,ACTIVE,Yes
20251118_055559,111,2012-01-11_120.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,412,2,250,0,ACTIVE,No
20251118_055559,112,2012-01-12_53b.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,80,-2,249,-1,ACTIVE,No
20251118_055559,113,2012-01-12_92a.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,94,17,254,4,ACTIVE,Yes
20251118_055559,114,2012-01-14_219.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,1772,34,258,8,ACTIVE,Yes
20251118_055559,115,2012-01-18_133.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,393,0,250,0,ACTIVE,No
20251118_055559,116,2012-01-19_31b.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,19,2,250,0,ACTIVE,Yes
20251118_055559,117,2012-01-19_42.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,56,7,251,1,ACTIVE,Yes
20251118_055559,118,2012-01-20_43.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,296,4,251,1,ACTIVE,Yes
20251118_055559,119,2012-01-21_53.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,2,64,8,252,2,ACTIVE,Yes
20251118_055559,120,2012-01-21_81b.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,125,13,253,3,ACTIVE,Yes
20251118_055559,121,2012-01-22_176.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,609,-255,186,-64,ACTIVE,No
20251118_055559,122,2012-01-24_86.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,118,14,253,3,ACTIVE,Yes
20251118_055559,123,2012-01-25_52.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,43,4,251,1,ACTIVE,Yes
20251118_055559,124,2012-01-25b_43.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,47,7,251,1,ACTIVE,Yes
20251118_055559,125,2012-01-26a_71.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,104,10,252,2,ACTIVE,Yes
20251118_055559,126,2012-01-26b_74.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,100,14,253,3,ACTIVE,Yes
20251118_055559,127,2012-01-27a_103.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,657,15,253,3,ACTIVE,Yes
20251118_055559,128,2012-01-27b_57.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,55,11,252,2,ACTIVE,Yes
20251118_055559,129,2012-01-28a_73.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,428,7,251,1,ACTIVE,Yes
20251118_055559,130,2012-01-28b_48.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,2,79,-1,249,-1,ACTIVE,No
20251118_055559,131,2012-01-29_176.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,12,1255,-208,198,-52,ACTIVE,No
20251118_055559,132,2012-01-31_104.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,187,-22,244,-6,ACTIVE,No
20251118_055559,133,2012-02-01_61.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,78,12,253,3,ACTIVE,Yes
20251118_055559,134,2012-02-01_70.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,142,17,254,4,ACTIVE,Yes
20251118_055559,135,2012-02-02_79.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,89,16,254,4,ACTIVE,Yes
20251118_055559,136,2012-02-02b_51.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,77,10,252,2,ACTIVE,Yes
20251118_055559,137,2012-02-04a_71.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,105,-15,246,-4,ACTIVE,No
20251118_055559,138,2012-02-04b_96.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,408,15,253,3,ACTIVE,Yes
20251118_055559,139,2012-02-05_113.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,198,18,254,4,ACTIVE,Yes
20251118_055559,140,2012-02-06_88.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,141,0,250,0,ACTIVE,No
20251118_055559,141,2012-02-07_119.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,234,18,254,4,ACTIVE,Yes
20251118_055559,142,2012-02-07b_36.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,2,32,4,251,1,ACTIVE,Yes
20251118_055559,143,2012-02-08_159.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,10,506,19,254,4,ACTIVE,Yes
20251118_055559,144,2012-02-09_111.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,197,16,254,4,ACTIVE,Yes
20251118_055559,145,2012-02-11_139.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,360,18,254,4,ACTIVE,No
20251118_055559,146,2012-02-12_121.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,11,231,27,256,6,ACTIVE,Yes
20251118_055559,147,2012-02-14_110.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,1,2625,-996,1,-249,ENDED,No
20251118_055559,148,2012-02-15a_99.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,96,15,253,3,ACTIVE,Yes
20251118_055559,149,2012-02-15b_52.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,1,324,9,252,2,ACTIVE,Yes
20251118_055559,150,2012-02-15c_29.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,2,114,3,250,0,ACTIVE,Yes
20251118_055559,151,2012-02-20a_95.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,343,17,254,4,ACTIVE,Yes
20251118_055559,152,2012-02-20b_71.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,90,18,254,4,ACTIVE,Yes
20251118_055559,153,2012-02-20c_63.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,84,15,253,3,ACTIVE,Yes
20251118_055559,154,2012-02-21a_126..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,1693,20,255,5,ACTIVE,Yes
20251118_055559,155,2012-02-21b_49..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,54,9,252,2,ACTIVE,Yes
20251118_055559,156,2012-02-21c_33.xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,3,58,-10,247,-3,ACTIVE,No
20251118_055559,157,2012-02-22_100..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,161,19,254,4,ACTIVE,Yes
20251118_055559,158,2012-02-22b_92..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,6,151,17,254,4,ACTIVE,Yes
20251118_055559,159,2012-02-23_84..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,152,19,254,4,ACTIVE,Yes
20251118_055559,160,2012-02-24_76..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,101,16,254,4,ACTIVE,Yes
20251118_055559,161,2012-02-24b_35..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,2,49,8,252,2,ACTIVE,Yes
20251118_055559,162,2012-02-25a_121..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,851,13,253,3,ACTIVE,Yes
20251118_055559,163,2012-02-25b_141..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,13,153,20,255,5,ACTIVE,Yes
20251118_055559,164,2012-02-26_123..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,9,531,15,253,3,ACTIVE,Yes
20251118_055559,165,2012-02-27_74..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,54,9,252,2,ACTIVE,Yes
20251118_055559,166,2012-02-27a_74..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,8,54,9,252,2,ACTIVE,Yes
20251118_055559,167,2012-02-28a_125..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,4,189,27,256,6,ACTIVE,Yes
20251118_055559,168,2012-02-28b_82..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,5,694,11,252,2,ACTIVE,Yes
20251118_055559,169,2012-02-29_82..xls,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,200,7,102,0,250,0,ACTIVE,No
